order_id;Tanggal_Order;Waktu_Pesan;Nama_Pemesan;No_Resi;Produk;Kategori;Jumlah_Pesanan;Harga;Diskon;Total_Harga;Profit;Kota_Pengiriman - Media_Pemesanan;Admin_Proses;Ekspedisi;Rating_Fix
odr18156;13/09/2020;08:58:40;Ellynn Weagener;53157-123;Parka Jackets;;22;;13;;;Yogyakarta - Instagram;Rizal;SiCepat;5
odr18157;17/09/2020;08:13:13;Wilmette Sapshed;50636-002;Sweater;;9;;28;;;;Elon;JNT;1
odr18158;01/09/2020;08:01:23;Stacy Piechnik;37205-064;Cargo Pants;;9;;19;;;Semarang - Lazada;Jeff;Shopee Express;
odr18159;29/09/2020;19:14:58;Modestia Estable;0363-0326;Mug;;14;;;;;Tangerang - Whatsapp;Rizal;Wahana;3
odr18160;14/09/2020;03:03:04;Tess Heads;67510-0026;Oversized T-Shirt;;21;;35;;;Yogyakarta - Whatsapp;Elon;POS Indonesia;4
odr18161;24/09/2020;23:58:15;Leia Instrell;67751-094;Oversized T-Shirt;;15;;;;;Tangerang - Website;Wanokuni;;
odr18162;22/09/2020;05:25:29;Anita Pretsel;0268-0650;Topi;;2;;17;;;Semarang - Shopee;Wanokuni;POS Indonesia;5
odr18163;05/09/2020;00:06:28;Coop Miroy;68428-085;Parka Jackets;;8;;21;;;Bogor - Shopee;Abraham;Shopee Express;5
odr18164;21/09/2020;16:09:12;Douglas Hurling;16590-922;Parka Jackets;;17;;28;;;;Elon;;5
odr18165;28/09/2020;17:59:14;Germaine Tieraney;41163-218;Mug;;8;;;;;Bandung - Tokopedia;Rizal;SiCepat;2
odr18166;07/09/2020;03:59:12;Jeralee Renzullo;49035-075;Oversized T-Shirt;;24;;;;;Depok - Shopee;Rizal;JNE;
odr18167;27/09/2020;00:08:53;Fraser Marl;42291-225;Sweater;;5;;28;;;;Mark;Tiki;1
odr18168;13/09/2020;01:54:27;Adam Spreull;24236-068;Mug;;15;;;;;;Rizal;;2
odr18169;02/09/2020;11:04:37;Ellene Catt;63824-416;Oversized T-Shirt;;13;;24;;;Semarang - Tiktok;Rizal;Tiki;1
odr18170;12/09/2020;15:17:09;Syd O'Duilleain;44911-0093;Oversized T-Shirt;;15;;20;;;Bogor - Tiktok;Jeff;Tiki;4
odr18171;23/09/2020;05:37:57;Brena Pietz;55154-5537;T-Shirt;;4;;21;;;Jakarta - Website;Rizal;JNE;1
odr18172;10/09/2020;23:25:08;Cello Langforth;13537-490;Oversized T-Shirt;;17;;18;;;Depok - Whatsapp;Wanokuni;;3
odr18173;24/09/2020;00:17:03;Alain Eickhoff;60505-0096;Mug;;10;;;;;Tangerang - Tiktok;Elon;POS Indonesia;1
odr18174;07/09/2020;05:04:09;"L;urette Lie";49738-199;Oversized T-Shirt;;19;;35;;;Bandung - Website;Abraham;Tiki;5
odr18175;22/09/2020;05:03:56;Jazmin Spirritt;14783-045;Oversized T-Shirt;;9;;33;;;Depok - Shopee;Jeff;Wahana;
odr18176;04/09/2020;00:37:54;Ebonee Nelane;66915-613;Sweater;;20;;9;;;Yogyakarta - Tiktok;Wanokuni;JNT;4
odr18177;06/09/2020;16:10:25;Dyanna Emmanuel;0007-4401;Mug;;23;;;;;Bali - Website;Abraham;JNE;5
odr18178;23/09/2020;21:11:23;Bern Hollows;59883-720;Oversized T-Shirt;;17;;;;;Depok - Instagram;Elon;;3
odr18179;19/09/2020;22:23:09;Bil Ferrer;0573-0175;Oversized T-Shirt;;7;;28;;;Depok - Website;Rizal;;3
odr18180;12/09/2020;11:50:36;Coretta Ramlot;10812-130;Sweater;;14;;;;;Tangerang - Tiktok;Jeff;JNT;1
odr18181;22/09/2020;00:29:08;Jeramey Crummay;55154-5394;Topi;;25;;29;;;Yogyakarta - Lazada;Rizal;Tiki;1
odr18182;21/09/2020;18:06:17;Sharity Durtnal;55379-404;T-Shirt;;6;;28;;;Yogyakarta - Shopee;Rizal;Tiki;2
odr18183;12/09/2020;06:39:07;Derril Rodell;76138-101;Mug;;14;;;;;Jakarta - Website;Elon;POS Indonesia;3
odr18184;06/09/2020;07:57:51;Bobbee Stollenbeck;0268-6612;Parka Jackets;;23;;33;;;Bandung - FB Marketplace;Mark;Shopee Express;5
odr18185;03/09/2020;06:57:23;Del Cuerdale;24236-387;Sweater;;7;;7;;;Bandung - Whatsapp;Abraham;POS Indonesia;5
odr18186;06/09/2020;00:09:29;Artur Hartness;49738-313;Parka Jackets;;24;;27;;;Yogyakarta - Lazada;Elon;JNT;5
odr18187;16/09/2020;21:02:51;Swen Bradneck;0404-1000;Parka Jackets;;10;;;;;Bogor - Tiktok;Jeff;Wahana;2
odr18188;16/09/2020;21:12:49;Elke Riquet;36987-1900;Mug;;8;;;;;Yogyakarta - Website;Jeff;SiCepat;3
odr18189;04/09/2020;08:32:30;Jamima Lambert;76299-422;Cargo Pants;;14;;21;;;Yogyakarta - Tokopedia;Jeff;JNE;3
odr18190;03/09/2020;06:18:53;Rosalie Bucktrout;55714-4411;Cargo Pants;;11;;33;;;Semarang - Whatsapp;Abraham;Tiki;3
odr18191;06/09/2020;16:53:31;Vaclav Bocken;44087-0188;Mug;;18;;21;;;Semarang - Whatsapp;Rizal;Tiki;5
odr18192;04/09/2020;04:37:02;Edi Heditch;0009-3124;Mug;;25;;;;;Yogyakarta - Lazada;Mark;POS Indonesia;2
odr18193;15/09/2020;14:54:34;Cloe Meldrum;0054-0127;Oversized T-Shirt;;21;;33;;;Depok - Tokopedia;Elon;JNE;1
odr18194;18/09/2020;10:34:35;Artur Hartness;36800-807;Cargo Pants;;15;;8;;;Tangerang - Instagram;Wanokuni;SiCepat;
odr18195;19/09/2020;18:14:46;Nerita McLay;51367-021;Oversized T-Shirt;;17;;;;;Semarang - Whatsapp;Mark;JNT;2
odr18196;16/09/2020;03:31:59;Ram Farress;14783-030;T-Shirt;;5;;;;;Yogyakarta - Lazada;Jeff;POS Indonesia;2
odr18197;26/09/2020;06:59:49;Abbey Tomney;0093-0041;Parka Jackets;;23;;;;;Bandung - Shopee;Nami;Shopee Express;5
odr18198;21/09/2020;15:42:58;Nikoletta Dugue;0085-1136;Sweater;;18;;;;;Bogor - Shopee;Jeff;SiCepat;5
odr18199;09/09/2020;07:09:58;Fraser Marl;53104-0111;Oversized T-Shirt;;18;;19;;;Bandung - Tiktok;Wanokuni;Tiki;1
odr18200;27/09/2020;08:03:53;Philippine Clapston;53897-001;;;1;;;;;Bali - Tokopedia;Abraham;Shopee Express;2
odr18201;11/09/2020;08:31:54;Carlye Graeser;51523-004;;;12;;;;;Tangerang - FB Marketplace;Elon;SiCepat;5
odr18202;15/09/2020;04:57:17;Mychal Codlin;0378-1054;Topi;;2;;7;;;;Rizal;;5
odr18203;03/09/2020;21:36:20;Meier Schechter;13537-421;Topi;;14;;;;;Depok - Whatsapp;Elon;POS Indonesia;3
odr18204;22/09/2020;15:07:49;Ivor Lahive;75981-063;T-Shirt;;8;;20;;;;Jeff;SiCepat;5
odr18205;15/09/2020;03:33:41;Nero Suston;49035-873;Sweater;;3;;5;;;Bandung - FB Marketplace;Mark;JNE;
odr18206;09/09/2020;23:52:54;Marina Spinelli;48951-6044;Oversized T-Shirt;;11;;;;;Yogyakarta - Lazada;Abraham;POS Indonesia;2
odr18207;15/09/2020;09:37:03;Clara Francescuzzi;47335-176;Topi;;5;;;;;Semarang - Instagram;Elon;Tiki;4
odr18208;04/09/2020;22:48:11;Ester Di Ruggiero;49348-302;Oversized T-Shirt;;14;;27;;;Yogyakarta - Lazada;Mark;;3
odr18209;16/09/2020;15:46:10;Wallie Moreland;13537-306;Parka Jackets;;19;;9;;;Semarang - Whatsapp;Wanokuni;Tiki;1
odr18210;15/09/2020;17:01:13;Eunice Rankmore;0172-6406;Mug;;6;;;;;Semarang - Website;Wanokuni;Wahana;1
odr18211;23/09/2020;01:22:35;Isac Gerriessen;76439-340;Topi;;22;;23;;;Bali - FB Marketplace;Mark;;4
odr18212;19/09/2020;04:47:12;Ives Amor;42291-681;Mug;;3;;28;;;Bali - FB Marketplace;Rizal;POS Indonesia;4
odr18213;14/09/2020;11:18:47;Grata Stothart;49288-0068;Parka Jackets;;7;;;;;Semarang - Lazada;Abraham;;4
odr18214;20/09/2020;18:30:48;Maura Kalisch;59779-323;Mug;;9;;;;;Bali - Lazada;Jeff;Tiki;
odr18215;16/09/2020;17:18:44;Trista Spering;65923-977;Sweater;;25;;;;;Bali - Tokopedia;Rizal;Wahana;3
odr18216;25/09/2020;13:36:27;Kat Snookes;57844-208;Parka Jackets;;6;;;;;Depok - Tiktok;Abraham;JNE;2
odr18217;19/09/2020;21:02:23;Marylynne Oguz;47593-476;T-Shirt;;11;;;;;Depok - Tokopedia;Nami;;4
odr18218;18/09/2020;17:48:45;Noach Inchan;66949-517;T-Shirt;;23;;;;;Bogor - Tiktok;Wanokuni;JNE;3
odr18219;16/09/2020;17:13:59;Freddie Josey;29860-213;Parka Jackets;;12;;29;;;Tangerang - Whatsapp;Wanokuni;Tiki;3
odr18220;05/09/2020;05:17:58;Ethyl Fisbey;54575-102;Mug;;23;;;;;Bandung - Tiktok;Abraham;JNT;1
odr18221;02/09/2020;16:55:51;Emlynne Armatidge;63629-4639;Parka Jackets;;20;;;;;Jakarta - Whatsapp;Rizal;SiCepat;
odr18222;17/09/2020;13:03:29;Fransisco McAvin;0517-5704;Mug;;7;;;;;;Jeff;Wahana;5
odr18223;05/09/2020;05:09:20;Fianna Kilmartin;62011-0248;Parka Jackets;;15;;28;;;Semarang - Tiktok;Nami;Shopee Express;3
odr18224;24/09/2020;07:34:08;Nikoletta Dugue;50346-002;Topi;;16;;9;;;Jakarta - Lazada;Elon;Wahana;4
odr18225;29/09/2020;13:47:49;Douglas Hurling;53550-001;T-Shirt;;19;;;;;Tangerang - Lazada;Wanokuni;;2
odr18226;05/09/2020;16:37:06;Editha Woodland;36800-544;Oversized T-Shirt;;23;;;;;Bali - Lazada;Elon;POS Indonesia;3
odr18227;22/09/2020;17:17:37;Eveleen Lovie;0378-4090;T-Shirt;;9;;;;;Semarang - Instagram;Wanokuni;Shopee Express;2
odr18228;21/09/2020;02:23:37;Tova Corkel;35356-491;Sweater;;23;;;;;Jakarta - Shopee;Wanokuni;POS Indonesia;5
odr18229;15/09/2020;13:48:17;Charmine Mindenhall;52533-071;T-Shirt;;2;;;;;Bandung - Lazada;Wanokuni;Tiki;5
odr18230;03/09/2020;18:35:48;Diarmid Chaffey;12488-1800;Oversized T-Shirt;;17;;;;;Yogyakarta - Shopee;Abraham;Tiki;4
odr18231;19/09/2020;17:21:27;Georg Ladbrooke;42766-001;T-Shirt;;20;;6;;;Tangerang - Website;Mark;;5
odr18232;05/09/2020;01:47:42;Adam Spreull;21695-448;Oversized T-Shirt;;18;;;;;;Mark;Wahana;4
odr18233;13/09/2020;05:01:00;Vaclav Bocken;57520-0119;Parka Jackets;;19;;5;;;Bandung - Tiktok;Elon;JNE;3
odr18234;12/09/2020;16:53:17;Bambie Aizikov;15127-540;Topi;;7;;34;;;Jakarta - Instagram;Mark;Shopee Express;2
odr18235;16/09/2020;02:02:36;Annabela Ockendon;10812-438;T-Shirt;;14;;23;;;Depok - Whatsapp;Nami;JNE;4
odr18236;26/09/2020;14:46:45;Thedrick Ruscoe;65174-270;Parka Jackets;;6;;23;;;Bogor - Instagram;Wanokuni;Tiki;1
odr18237;02/09/2020;02:38:09;Onfroi Iskower;61543-1644;T-Shirt;;7;;;;;Jakarta - Shopee;Elon;POS Indonesia;2
odr18238;06/09/2020;09:47:47;Athena Allenby;63629-1706;;;21;;;;;Semarang - Tokopedia;Elon;JNT;3
odr18239;15/09/2020;10:53:08;Pryce Gronaller;0338-0499;Sweater;;21;;;;;Yogyakarta - Instagram;Rizal;Tiki;
odr18240;19/09/2020;05:16:00;Ginelle Witherop;16252-558;Mug;;23;;31;;;Jakarta - Instagram;Nami;JNE;1
odr18241;15/09/2020;19:59:47;Harriet Boykett;64024-604;T-Shirt;;13;;14;;;Bali - Instagram;Abraham;JNT;2
odr18242;02/09/2020;11:40:10;Leonie Organer;16571-215;Parka Jackets;;12;;;;;Jakarta - FB Marketplace;Elon;SiCepat;4
odr18243;02/09/2020;09:08:11;Kristopher Skinley;57691-001;Oversized T-Shirt;;17;;;;;Bandung - Whatsapp;Wanokuni;;5
odr18244;21/09/2020;10:30:32;Tilly Siuda;57934-0104;Oversized T-Shirt;;7;;;;;Bali - Shopee;Nami;SiCepat;
odr18245;22/09/2020;10:40:24;Vern Emeny;66923-407;;;25;;;;;Yogyakarta - Website;Jeff;Wahana;1
odr18246;02/09/2020;23:37:54;Penn Linguard;57520-0528;Oversized T-Shirt;;18;;13;;;Yogyakarta - Instagram;Elon;Tiki;3
odr18247;03/09/2020;18:51:11;Mechelle Brackstone;24385-278;Parka Jackets;;8;;;;;Semarang - Instagram;Elon;Tiki;
odr18248;21/09/2020;17:20:26;Jere Brumfield;0363-0047;Sweater;;3;;23;;;Bandung - FB Marketplace;Wanokuni;Wahana;2
odr18249;15/09/2020;23:55:13;Quillan Gooderridge;21695-737;Cargo Pants;;11;;28;;;Depok - Whatsapp;Elon;POS Indonesia;4
odr18250;29/09/2020;02:54:56;Myrtle Albertson;68428-048;T-Shirt;;10;;;;;Tangerang - Tiktok;Jeff;Tiki;1
odr18251;10/09/2020;00:26:28;Mic Lobe;49349-161;Oversized T-Shirt;;16;;14;;;Yogyakarta - Shopee;Nami;SiCepat;4
odr18252;18/09/2020;10:29:27;Tracey Haskew;57520-0833;T-Shirt;;9;;;;;Bali - Instagram;Rizal;Shopee Express;1
odr18253;29/09/2020;08:29:49;Mariam McKim;0168-0457;Sweater;;21;;;;;;Nami;Wahana;1
odr18254;01/09/2020;04:06:12;Giselle Yedy;37808-882;Oversized T-Shirt;;25;;;;;Bandung - Whatsapp;Nami;Wahana;4
odr18255;19/09/2020;00:37:29;Windy Barbosa;0904-5174;Sweater;;18;;;;;Bali - Tiktok;Abraham;;2
odr18256;08/09/2020;18:51:31;Erwin Morratt;52380-1905;;;1;;23;;;Semarang - Shopee;Abraham;;2
odr18257;03/09/2020;22:55:21;Pooh Paradise;68180-722;T-Shirt;;16;;6;;;Bogor - FB Marketplace;Abraham;JNE;1
odr18258;28/09/2020;12:22:50;Norris Birley;68084-128;Oversized T-Shirt;;3;;16;;;Bogor - FB Marketplace;Abraham;Shopee Express;3
odr18259;03/09/2020;23:50:31;Lily Mc Grath;49288-0758;T-Shirt;;20;;;;;Yogyakarta - Tokopedia;Nami;;3
odr18260;04/09/2020;01:12:31;Gerry Booy;59212-700;Oversized T-Shirt;;7;;;;;Depok - Tokopedia;Abraham;Wahana;3
odr18261;05/09/2020;20:09:04;Cyrille Emlyn;59779-027;Mug;;18;;;;;Semarang - FB Marketplace;Elon;Shopee Express;2
odr18262;09/09/2020;03:48:34;Coretta Ramlot;60505-0596;Oversized T-Shirt;;9;;;;;;Jeff;SiCepat;2
odr18263;20/09/2020;06:20:28;Alain Eickhoff;54868-5968;T-Shirt;;11;;19;;;Bali - Website;Mark;Tiki;3
odr18264;08/09/2020;09:25:23;Mychal Codlin;63874-607;T-Shirt;;22;;;;;Depok - Website;Rizal;Shopee Express;1
odr18265;04/09/2020;10:53:08;Nelie Rorke;13537-564;Sweater;;10;;25;;;Bali - Instagram;Jeff;;2
odr18266;19/09/2020;19:37:29;Lisa Bakewell;68428-029;Sweater;;14;;14;;;Tangerang - Whatsapp;Abraham;JNE;5
odr18267;08/09/2020;06:22:17;June Kidstoun;10096-0301;Oversized T-Shirt;;24;;;;;Bali - Shopee;Jeff;JNT;1
odr18268;07/09/2020;18:42:25;Mandel Dybbe;59535-5301;Oversized T-Shirt;;6;;;;;Yogyakarta - Tokopedia;Jeff;Tiki;2
odr18269;11/09/2020;20:11:28;Ben O'Lunney;0054-0086;Sweater;;1;;20;;;;Jeff;SiCepat;2
odr18270;02/09/2020;07:17:17;Wilmar Lindman;0603-7609;Oversized T-Shirt;;16;;22;;;Bandung - Tiktok;Rizal;JNT;3
odr18271;21/09/2020;10:14:29;Sharai Ewin;50428-0030;Parka Jackets;;6;;5;;;Tangerang - Tokopedia;Jeff;Wahana;4
odr18272;04/09/2020;14:10:15;Vonnie Jendrys;67253-541;Sweater;;5;;;;;Tangerang - Website;Jeff;Wahana;1
odr18273;23/09/2020;16:44:32;Hyatt Grob;65841-631;Oversized T-Shirt;;6;;9;;;Bali - Whatsapp;Wanokuni;JNE;2
odr18274;19/09/2020;22:26:16;Lyman Caroli;37205-628;Mug;;10;;18;;;Tangerang - Whatsapp;Jeff;Tiki;
odr18275;09/09/2020;05:43:28;Moyna Pinks;0338-0807;T-Shirt;;11;;6;;;Tangerang - Shopee;Elon;JNE;1
odr18276;17/09/2020;16:21:48;Hetti Doulton;0904-3379;Oversized T-Shirt;;25;;;;;Yogyakarta - FB Marketplace;Wanokuni;Shopee Express;5
odr18277;06/09/2020;07:20:40;Ellynn Weagener;64942-1296;Parka Jackets;;3;;;;;Bali - Website;Mark;SiCepat;4
odr18278;03/09/2020;07:09:24;Lorain Broom;64536-8730;T-Shirt;;2;;;;;Bogor - Whatsapp;Mark;POS Indonesia;5
odr18279;11/09/2020;15:05:30;Seline Bloxland;0703-9258;Parka Jackets;;8;;;;;Bali - Tiktok;Nami;JNT;4
odr18280;14/09/2020;07:42:45;Claudio Cossey;55154-9564;T-Shirt;;18;;;;;Semarang - Tiktok;Abraham;JNE;3
odr18281;17/09/2020;19:13:34;Russell Berrick;0406-0360;Cargo Pants;;9;;5;;;Bogor - Lazada;Wanokuni;POS Indonesia;1
odr18282;05/09/2020;17:08:15;Pernell Seeds;54868-6238;Oversized T-Shirt;;7;;;;;Bogor - Lazada;Jeff;Wahana;1
odr18283;19/09/2020;05:50:00;Martino Crease;37808-306;Topi;;22;;34;;;Bogor - Website;Mark;JNE;3
odr18284;23/09/2020;02:40:39;Ulrikaumeko Dunican;56062-964;Topi;;25;;31;;;Bogor - Tiktok;Mark;SiCepat;1
odr18285;04/09/2020;16:03:29;Cherilyn Ozelton;68258-6046;Oversized T-Shirt;;20;;32;;;Depok - Whatsapp;Elon;Shopee Express;5
odr18286;05/09/2020;01:02:06;Rubi Riddle;44567-332;Sweater;;20;;19;;;Yogyakarta - Whatsapp;Wanokuni;JNE;1
odr18287;26/09/2020;03:26:18;Gabbey Wallsworth;21695-408;Oversized T-Shirt;;19;;35;;;Bali - Instagram;Rizal;Wahana;5
odr18288;29/09/2020;09:10:18;Harwilll Bridgland;68001-245;T-Shirt;;15;;5;;;Yogyakarta - Instagram;Elon;JNT;
odr18289;14/09/2020;07:30:12;Jena Ville;54868-4967;T-Shirt;;4;;;;;Jakarta - Instagram;Abraham;Shopee Express;2
odr18290;09/09/2020;02:24:41;Heida Frenchum;48951-5070;Oversized T-Shirt;;2;;;;;Jakarta - Tokopedia;Mark;JNT;1
odr18291;11/09/2020;05:09:17;Kale Moriarty;30142-136;Topi;;12;;5;;;Bali - Whatsapp;Jeff;JNT;5
odr18292;07/09/2020;01:24:04;Rubi Server;0049-4960;T-Shirt;;5;;;;;Yogyakarta - Tiktok;Rizal;;1
odr18293;02/09/2020;17:07:30;Arlina Penright;49288-0189;Cargo Pants;;1;;34;;;Semarang - Instagram;Wanokuni;JNE;2
odr18294;19/09/2020;01:04:25;Vernen Clifford;27293-033;Oversized T-Shirt;;14;;;;;Jakarta - Lazada;Elon;Shopee Express;3
odr18295;13/09/2020;16:25:23;Clim Antat;11822-6160;Cargo Pants;;17;;;;;Semarang - Lazada;Wanokuni;POS Indonesia;2
odr18296;15/09/2020;02:08:09;Meier Schechter;55546-0001;Topi;;21;;8;;;Yogyakarta - Website;Wanokuni;POS Indonesia;3
odr18297;20/09/2020;15:51:04;Hetti Doulton;51514-0219;Mug;;21;;;;;;Wanokuni;POS Indonesia;2
odr18298;20/09/2020;12:21:00;Shane Woolacott;24909-114;Parka Jackets;;19;;;;;Bogor - Instagram;Nami;Shopee Express;
odr18299;22/09/2020;12:08:00;Orren Stiffkins;55154-3114;Parka Jackets;;8;;;;;Jakarta - FB Marketplace;Jeff;JNE;3
odr18300;02/09/2020;20:11:51;Candide Glave;49672-100;T-Shirt;;24;;;;;Yogyakarta - Lazada;Rizal;POS Indonesia;5
odr18301;23/09/2020;04:53:31;Maurita Linnemann;0409-0810;Topi;;10;;20;;;Tangerang - FB Marketplace;Elon;JNE;4
odr18302;09/09/2020;04:29:17;Terrill Winch;63940-611;Sweater;;24;;;;;Depok - Tiktok;Jeff;;2
odr18303;06/10/2020;16:05:52;Flory Humm;52125-832;T-Shirt;;4;;8;;;Bandung - Tiktok;Mark;Tiki;
odr18304;10/10/2020;07:17:50;Hetti Doulton;67938-1044;Topi;;10;;;;;Tangerang - Lazada;Abraham;;4
odr18305;20/10/2020;14:51:59;Davita Buney;66184-151;Mug;;12;;;;;Bogor - Tokopedia;Jeff;JNT;2
odr18306;26/10/2020;10:21:26;Zollie Dawbury;98132-188;T-Shirt;;15;;;;;Bogor - Whatsapp;Jeff;JNT;1
odr18307;20/10/2020;23:44:34;Minnnie Headey;57520-0170;Oversized T-Shirt;;11;;;;;Depok - Lazada;Nami;Wahana;3
odr18308;19/10/2020;07:11:13;Chrystel Francesco;53217-026;Cargo Pants;;17;;;;;Depok - Website;Rizal;Tiki;3
odr18309;15/10/2020;09:56:58;Shelli Sterzaker;55154-4876;Mug;;21;;;;;Depok - Whatsapp;Elon;POS Indonesia;5
odr18310;16/10/2020;12:08:08;Shanan McNeachtain;52544-265;Parka Jackets;;23;;5;;;Yogyakarta - Lazada;Wanokuni;;3
odr18311;11/10/2020;23:39:40;Margarethe Cornick;37000-725;Oversized T-Shirt;;6;;22;;;Tangerang - Instagram;Wanokuni;SiCepat;1
odr18312;16/10/2020;10:20:37;Adora Carty;50845-0095;Cargo Pants;;19;;;;;Bali - Shopee;Elon;Shopee Express;2
odr18313;13/10/2020;00:53:04;Francoise Inott;35356-867;Oversized T-Shirt;;17;;27;;;Depok - Website;Mark;POS Indonesia;5
odr18314;01/10/2020;04:12:16;Olenolin Nagle;54868-5505;Sweater;;16;;17;;;Depok - Tokopedia;Jeff;JNT;3
odr18315;03/10/2020;14:33:05;Arlina Penright;63629-1383;Mug;;20;;;;;Depok - Instagram;Elon;SiCepat;2
odr18316;16/10/2020;00:24:29;Tandie Colston;55910-395;Topi;;25;;;;;Semarang - Website;Nami;Wahana;5
odr18317;30/10/2020;11:51:21;Weston Tedorenko;68788-9923;;;23;;;;;Bogor - Shopee;Nami;JNT;3
odr18318;04/10/2020;09:55:45;Silvan Worshall;25021-222;Topi;;25;;;;;Jakarta - Instagram;Wanokuni;Tiki;
odr18319;20/10/2020;11:55:05;Gerald MacGregor;43419-712;Mug;;4;;;;;Jakarta - Instagram;Nami;JNT;2
odr18320;24/10/2020;01:43:12;Matilda Fortman;11673-954;Oversized T-Shirt;;10;;8;;;Bali - Tiktok;Elon;SiCepat;1
odr18321;25/10/2020;00:31:24;Andrej Brackstone;0268-6205;Topi;;9;;22;;;Bogor - Website;Nami;Wahana;2
odr18322;09/10/2020;00:35:51;Estrella Grollmann;0781-9124;T-Shirt;;11;;;;;Bali - Tiktok;Jeff;JNT;2
odr18323;24/10/2020;10:51:00;Guillema MacAllaster;0268-1390;T-Shirt;;5;;;;;Tangerang - Tiktok;Jeff;POS Indonesia;1
odr18324;10/10/2020;06:36:43;Lexie Marple;47219-300;Parka Jackets;;14;;;;;Jakarta - FB Marketplace;Jeff;JNT;2
odr18325;22/10/2020;16:14:33;Olav Summers;55312-163;Oversized T-Shirt;;14;;;;;Bogor - Tokopedia;Abraham;;2
odr18326;18/10/2020;04:38:27;Bibi Niche;0597-0125;Cargo Pants;;2;;;;;Bali - Website;Mark;JNE;2
odr18327;12/10/2020;15:40:05;Norby Zywicki;62670-4794;Cargo Pants;;17;;13;;;Bandung - Shopee;Abraham;Wahana;1
odr18328;03/10/2020;14:52:53;Pepita Dinnington;49349-857;Sweater;;16;;9;;;Bandung - Tiktok;Jeff;POS Indonesia;5
odr18329;24/10/2020;19:16:17;Dee dee Sheivels;60760-986;T-Shirt;;3;;24;;;Tangerang - Instagram;Nami;Shopee Express;1
odr18330;28/10/2020;14:36:58;Moyna Pinks;33992-1889;Parka Jackets;;3;;;;;Semarang - Whatsapp;Mark;Wahana;4
odr18331;12/10/2020;14:10:11;Jordana Ram;0378-6688;Oversized T-Shirt;;11;;;;;Tangerang - Lazada;Mark;JNT;3
odr18332;11/10/2020;06:39:07;Justinn Walhedd;36987-1135;Cargo Pants;;17;;27;;;Bali - Whatsapp;Jeff;POS Indonesia;4
odr18333;03/10/2020;08:35:59;Concordia Heddy;0409-4272;Mug;;8;;;;;Tangerang - Whatsapp;Elon;JNE;
odr18334;07/10/2020;12:22:51;Denny Tunnacliffe;48951-1237;Sweater;;3;;5;;;Semarang - FB Marketplace;Wanokuni;JNE;4
odr18335;03/10/2020;15:36:33;Clive Witherdon;52410-3040;Sweater;;10;;;;;Bogor - Instagram;Mark;JNT;5
odr18336;19/10/2020;06:22:15;Nolan Redley;59762-0925;T-Shirt;;4;;;;;Bogor - FB Marketplace;Jeff;SiCepat;3
odr18337;15/10/2020;07:17:05;Harlen Falconer;67546-111;;;5;;;;;Tangerang - Website;Mark;Wahana;5
odr18338;15/10/2020;01:20:25;Timmy Lapidus;63323-122;Topi;;24;;;;;Bogor - Website;Jeff;;4
odr18339;28/10/2020;05:20:54;Pietrek Melan;16590-116;Mug;;15;;;;;Yogyakarta - FB Marketplace;Elon;JNT;4
odr18340;03/10/2020;21:20:53;Felicity Primak;63777-805;Parka Jackets;;14;;;;;Yogyakarta - Lazada;Abraham;Wahana;2
odr18341;29/10/2020;00:21:05;Bren Corkel;0220-9021;T-Shirt;;23;;;;;;Nami;Wahana;2
odr18342;26/10/2020;19:36:00;Roda Reedie;49884-270;Mug;;8;;;;;Bogor - FB Marketplace;Nami;Tiki;3
odr18343;19/10/2020;06:40:16;Ulberto Schinetti;42254-140;Parka Jackets;;9;;33;;;Yogyakarta - Website;Mark;;4
odr18344;22/10/2020;00:58:03;Christian Dulinty;63187-077;T-Shirt;;20;;;;;Yogyakarta - Whatsapp;Jeff;POS Indonesia;3
odr18345;07/10/2020;19:46:23;Emanuele Chicchelli;53808-0273;T-Shirt;;20;;;;;Tangerang - Shopee;Wanokuni;POS Indonesia;5
odr18346;29/10/2020;13:36:13;Eward Leschelle;0409-6534;Sweater;;9;;;;;Jakarta - Website;Abraham;Tiki;4
odr18347;14/10/2020;20:24:52;Cly Arnall;0363-4360;Cargo Pants;;15;;22;;;Yogyakarta - Lazada;Abraham;Wahana;2
odr18348;13/10/2020;12:50:33;Inessa Lighton;16590-125;Mug;;1;;;;;Jakarta - FB Marketplace;Jeff;SiCepat;5
odr18349;06/10/2020;19:44:58;Derril Rodell;67510-0068;Parka Jackets;;7;;12;;;Bali - Lazada;Rizal;JNT;1
odr18350;08/10/2020;03:58:45;Kristopher Skinley;59854-301;Oversized T-Shirt;;7;;;;;Yogyakarta - Whatsapp;Rizal;Shopee Express;5
odr18351;11/10/2020;05:16:27;Rutter McGriele;0268-0629;Oversized T-Shirt;;23;;33;;;Depok - Whatsapp;Rizal;JNE;2
odr18352;18/10/2020;10:05:07;Melina MacCaughey;21130-612;Oversized T-Shirt;;11;;33;;;;Nami;POS Indonesia;4
odr18353;22/10/2020;03:03:38;Sig Elks;61727-317;Sweater;;19;;21;;;Bogor - Instagram;Jeff;Wahana;3
odr18354;25/10/2020;22:57:12;Tracey Haskew;60793-854;T-Shirt;;3;;;;;Bogor - Lazada;Wanokuni;JNT;4
odr18355;03/10/2020;00:09:51;Rebekkah Gluyus;21695-335;T-Shirt;;11;;;;;Bali - Lazada;Mark;SiCepat;
