order_id;Tanggal_Order;Waktu_Pesan;Nama_Pemesan;No_Resi;Produk;Kategori;Jumlah_Pesanan;Harga;Diskon;Total_Harga;Profit;Kota_Pengiriman - Media_Pemesanan;Admin_Proses;Ekspedisi;Rating
odr12462;09/09/2019;01:19:17;Cathrin Beaston;57520-0022;T-Shirt;;17;;;;;Yogyakarta - Instagram;Jeff;JNT;2
odr12463;26/09/2019;22:25:18;Olivia Northam;63304-739;Mug;;16;;15;;;;Rizal;JNE;
odr12464;18/09/2019;21:02:29;Alfi Spellard;53808-0690;Sweater;;19;;;;;Tangerang - Tokopedia;Nami;JNT;1
odr12465;22/09/2019;22:38:01;Amos Lanbertoni;58310-001;T-Shirt;;17;;19;;;;Nami;;2
odr12466;22/09/2019;16:20:03;Sharai Slarke;53808-0950;T-Shirt;;4;;;;;Bali - Tiktok;Jeff;JNE;5
odr12467;13/09/2019;08:00:53;Rickard Deeny;0071-0525;Mug;;9;;25;;;Tangerang - Website;Jeff;Wahana;2
odr12468;06/09/2019;16:08:12;Dion Sandever;0904-1315;Topi;;9;;16;;;Yogyakarta - Tokopedia;Elon;Shopee Express;3
odr12469;02/09/2019;00:47:27;Mufinella Codling;59779-667;Oversized T-Shirt;;9;;;;;Bali - Tokopedia;Jeff;SiCepat;5
odr12470;11/09/2019;20:09:05;June Kidstoun;68788-9703;Mug;;12;;18;;;Bandung - Whatsapp;Wanokuni;SiCepat;5
odr12471;24/09/2019;16:37:36;Vasili Daout;63187-082;T-Shirt;;18;;;;;Semarang - Tiktok;Jeff;JNT;4
odr12472;13/09/2019;16:55:43;Gratiana Plum;17089-381;;;3;;33;;;Depok - FB Marketplace;Jeff;Shopee Express;
odr12473;04/09/2019;18:43:17;Sharon Gilbertson;69015-110;Sweater;;1;;;;;Jakarta - Shopee;Elon;JNE;4
odr12474;07/09/2019;03:55:35;Cayla Bonifazio;25021-107;Mug;;16;;;;;Bali - Instagram;Abraham;Tiki;
odr12475;10/09/2019;04:12:52;Shanie Persian;65517-0001;Parka Jackets;;12;;;;;Yogyakarta - Lazada;Elon;Tiki;2
odr12476;19/09/2019;02:53:04;Ernie Armytage;17518-050;Cargo Pants;;17;;;;;Depok - Shopee;Nami;JNE;4
odr12477;29/09/2019;07:55:38;Gregoor Gooms;68788-9890;Cargo Pants;;4;;7;;;Bandung - Lazada;Jeff;Wahana;1
odr12478;25/09/2019;11:20:07;Kym Grece;55319-022;Cargo Pants;;8;;19;;;Bandung - Instagram;Wanokuni;SiCepat;5
odr12479;04/09/2019;19:50:59;Kattie Rantoul;63629-1673;Cargo Pants;;17;;7;;;Depok - Lazada;Wanokuni;POS Indonesia;
odr12480;29/09/2019;06:06:41;Aylmar Sannes;64117-134;Topi;;5;;;;;Bali - Whatsapp;Mark;Wahana;4
odr12481;19/09/2019;21:44:00;Shay Edens;49643-335;Topi;;8;;;;;Bogor - Tokopedia;Elon;JNT;5
odr12482;28/09/2019;20:38:22;Timmie McCloch;59779-829;T-Shirt;;16;;;;;Jakarta - Website;Nami;Shopee Express;3
odr12483;25/09/2019;02:42:03;Jennine Sandhill;68820-105;Oversized T-Shirt;;24;;;;;Bandung - Tokopedia;Wanokuni;JNE;
odr12484;04/09/2019;23:03:13;Lindsy Tordoff;0555-0873;Mug;;14;;;;;Tangerang - Lazada;Abraham;Shopee Express;5
odr12485;07/09/2019;13:19:56;Danya Parnell;63629-5279;;;14;;;;;Yogyakarta - Shopee;Elon;JNT;
odr12486;21/09/2019;23:23:20;Arlina Penright;0407-1401;Sweater;;4;;;;;Bali - Shopee;Mark;;4
odr12487;15/09/2019;08:26:58;Charmane Lickess;43857-0082;T-Shirt;;4;;28;;;;Nami;POS Indonesia;5
odr12488;25/09/2019;23:22:46;Christiana Clemow;63629-1377;Oversized T-Shirt;;22;;24;;;Jakarta - Lazada;Rizal;Shopee Express;1
odr12489;02/09/2019;00:37:32;Eal Henrionot;21695-232;Topi;;17;;;;;Yogyakarta - Website;Elon;POS Indonesia;2
odr12490;01/09/2019;21:21:09;Darill Oxnam;57627-137;Cargo Pants;;11;;;;;Bali - Lazada;Abraham;Wahana;1
odr12491;03/09/2019;18:54:43;Raphael Bednell;52125-111;Sweater;;16;;;;;Bali - Shopee;Wanokuni;Tiki;5
odr12492;01/09/2019;07:04:38;Carine Harmer;98132-903;Cargo Pants;;13;;;;;Bandung - Tokopedia;Nami;JNE;1
odr12493;24/09/2019;01:40:51;Clive Witherdon;0093-7116;Topi;;13;;25;;;Bali - Instagram;Abraham;Shopee Express;2
odr12494;04/09/2019;03:43:52;Stacy Catford;0179-0057;Oversized T-Shirt;;14;;6;;;Bogor - FB Marketplace;Elon;JNT;3
odr12495;25/09/2019;08:14:00;Rafaelita Domb;24909-100;;;9;;29;;;Yogyakarta - FB Marketplace;Rizal;Shopee Express;3
odr12496;19/09/2019;00:48:16;Charmane Lickess;10812-971;Cargo Pants;;12;;29;;;Bogor - Tokopedia;Abraham;;3
odr12497;08/09/2019;09:51:08;Chlo Jefferys;57520-0402;Oversized T-Shirt;;13;;;;;Jakarta - FB Marketplace;Mark;POS Indonesia;
odr12498;20/09/2019;18:59:03;Stacy Catford;27293-014;T-Shirt;;11;;;;;Bali - Website;Elon;Wahana;5
odr12499;23/09/2019;00:20:09;Trista Spering;0406-3332;Sweater;;10;;19;;;Bandung - FB Marketplace;Nami;POS Indonesia;3
odr12500;19/09/2019;04:31:41;Bidget Meekins;50436-7054;T-Shirt;;12;;;;;Depok - Shopee;Abraham;JNT;5
odr12501;13/09/2019;11:01:49;Arly Eaglesham;10237-653;T-Shirt;;16;;;;;Semarang - Tokopedia;Jeff;Tiki;5
odr12502;06/09/2019;02:14:17;Philis Cavnor;54973-0603;T-Shirt;;21;;12;;;Semarang - Instagram;Elon;Shopee Express;4
odr12503;09/09/2019;12:12:41;Saunder McAuslan;37012-388;Sweater;;21;;;;;Depok - Lazada;Abraham;JNT;1
odr12504;26/09/2019;07:37:58;Ernie Armytage;43857-0230;Sweater;;6;;;;;Tangerang - Tokopedia;Elon;JNT;5
odr12505;28/09/2019;06:13:16;Vick Clackers;52125-651;Mug;;13;;32;;;Tangerang - Whatsapp;Elon;POS Indonesia;3
odr12506;14/09/2019;17:27:41;Holly Fosdick;68180-844;T-Shirt;;5;;;;;Bandung - FB Marketplace;Jeff;JNT;2
odr12507;09/09/2019;00:09:28;Tammi Leivers;66758-008;T-Shirt;;10;;;;;Bali - Tokopedia;Elon;Shopee Express;3
odr12508;03/09/2019;17:16:13;Clifford Burbridge;54569-2433;;;19;;13;;;Tangerang - Shopee;Mark;Shopee Express;1
odr12509;24/09/2019;06:50:30;Elyse Squibe;52053-0002;Parka Jackets;;2;;;;;Tangerang - Shopee;Wanokuni;JNT;4
odr12510;06/09/2019;13:14:17;Alfie Billin;55111-332;Sweater;;2;;25;;;Bali - Tiktok;Wanokuni;SiCepat;3
odr12511;12/09/2019;22:07:13;Lurleen Smurfitt;0268-3057;Parka Jackets;;13;;8;;;Bandung - Shopee;Nami;POS Indonesia;
odr12512;28/09/2019;13:22:12;Brose Thandi;52584-402;Oversized T-Shirt;;14;;;;;Bandung - Tokopedia;Rizal;SiCepat;
odr12513;09/09/2019;11:20:05;Leia Instrell;0904-6314;T-Shirt;;7;;23;;;Tangerang - Instagram;Nami;POS Indonesia;2
odr12514;27/09/2019;12:44:31;Herby Bates;61589-1913;Sweater;;7;;;;;Bandung - Instagram;Wanokuni;POS Indonesia;5
odr12515;18/09/2019;04:32:04;Aylmar Sannes;10812-951;Oversized T-Shirt;;8;;34;;;Semarang - Instagram;Rizal;Tiki;5
odr12516;21/09/2019;05:49:35;Ernie Armytage;42192-707;Oversized T-Shirt;;20;;;;;Depok - Whatsapp;Nami;JNE;2
odr12517;06/09/2019;09:47:01;Cassy Cartmill;61509-105;Oversized T-Shirt;;18;;20;;;Jakarta - Website;Mark;Shopee Express;3
odr12518;17/09/2019;13:04:08;Cyndy McCafferty;65841-662;;;6;;14;;;Depok - Whatsapp;Rizal;;3
odr12519;01/09/2019;01:30:48;Candide Glave;45802-822;Oversized T-Shirt;;16;;;;;Bali - Shopee;Wanokuni;Tiki;4
odr12520;22/09/2019;19:07:57;Darb Brumfitt;54868-6201;Parka Jackets;;2;;;;;Yogyakarta - Tiktok;Wanokuni;;4
odr12521;29/09/2019;20:20:53;Halette Cawtheray;49411-050;;;1;;;;;Semarang - Tiktok;Mark;Tiki;3
odr12522;05/09/2019;16:19:36;Skelly Louiset;10578-015;Sweater;;17;;5;;;Yogyakarta - Whatsapp;Rizal;JNE;4
odr12523;23/09/2019;00:24:39;Seline Bloxland;0268-1182;Cargo Pants;;1;;14;;;Bogor - Whatsapp;Rizal;JNE;3
odr12524;21/09/2019;18:37:55;Eleonora Moreside;52389-642;Cargo Pants;;19;;;;;Semarang - Tiktok;Mark;JNT;2
odr12525;03/09/2019;16:22:38;Shay Edens;50436-1334;Cargo Pants;;24;;;;;Semarang - Tiktok;Wanokuni;Tiki;
odr12526;11/09/2019;21:28:43;Rosalie Bucktrout;41167-0333;Sweater;;9;;32;;;Bogor - Whatsapp;Mark;SiCepat;3
odr12527;23/09/2019;07:10:42;Melinda Kreuzer;0024-0591;Parka Jackets;;6;;5;;;Bandung - Shopee;Rizal;Tiki;4
odr12528;12/09/2019;13:30:20;Minnnie Headey;52959-722;Cargo Pants;;1;;;;;;Abraham;Wahana;1
odr12529;06/09/2019;14:40:08;Flem MacDuffie;35356-097;Topi;;16;;;;;Bogor - Lazada;Rizal;SiCepat;2
odr12530;04/09/2019;18:02:02;Etan Rand;36987-2099;T-Shirt;;16;;33;;;Jakarta - Tokopedia;Abraham;Tiki;3
odr12531;26/09/2019;21:30:27;Paton Goney;0363-0345;Topi;;1;;;;;Jakarta - Shopee;Elon;POS Indonesia;
odr12532;21/09/2019;09:35:50;Bianka Stallard;41167-0086;Mug;;12;;;;;Semarang - Website;Wanokuni;JNT;
odr12533;13/09/2019;10:23:26;Tierney Morshead;63304-959;Sweater;;17;;23;;;Depok - Shopee;Jeff;JNT;2
odr12534;22/09/2019;20:04:38;Carlye Graeser;36000-002;Topi;;13;;34;;;Semarang - Tiktok;Abraham;POS Indonesia;3
odr12535;21/09/2019;00:49:59;Mildrid Edgcombe;64942-1132;Mug;;13;;;;;Bandung - Instagram;Abraham;Tiki;1
odr12536;07/09/2019;02:22:42;Nelie Rorke;67618-152;Mug;;12;;;;;Bandung - Whatsapp;Elon;POS Indonesia;1
odr12537;11/09/2019;04:34:10;Halie Tudor;0378-5111;T-Shirt;;24;;26;;;;Jeff;Wahana;4
odr12538;02/09/2019;12:02:36;Zondra Dowsett;52125-726;T-Shirt;;24;;28;;;;Elon;Wahana;4
odr12539;08/09/2019;23:35:30;Kattie Rantoul;64495-2364;T-Shirt;;21;;;;;Bandung - Tiktok;Abraham;;
odr12540;04/09/2019;23:54:17;Tracey Haskew;55714-4554;Mug;;20;;19;;;Semarang - Whatsapp;Rizal;Shopee Express;3
odr12541;06/09/2019;20:29:16;Clive Ciabatteri;50484-304;Oversized T-Shirt;;12;;12;;;Yogyakarta - Instagram;Wanokuni;JNT;2
odr12542;09/09/2019;02:05:19;Darill Oxnam;43857-0161;Mug;;17;;;;;Semarang - Tiktok;Elon;POS Indonesia;3
odr12543;18/09/2019;15:40:02;Raphael Bednell;37808-698;Mug;;5;;;;;Tangerang - Instagram;Elon;JNE;3
odr12544;25/09/2019;15:52:34;Nesta Klehn;52125-326;Sweater;;21;;;;;Bogor - Shopee;Nami;Tiki;2
odr12545;05/09/2019;05:04:36;Sharon Gilbertson;62935-302;Mug;;9;;17;;;;Abraham;Tiki;
odr12546;12/09/2019;03:32:11;Darryl Housby;35356-718;T-Shirt;;3;;16;;;Bali - Shopee;Elon;JNT;5
odr12547;18/09/2019;20:30:15;Jeramey Ellesworth;55289-221;Mug;;14;;;;;Yogyakarta - Lazada;Abraham;;4
odr12548;22/09/2019;07:55:58;Tova Corkel;68405-078;Oversized T-Shirt;;7;;22;;;Jakarta - Shopee;Rizal;Wahana;5
odr12549;20/09/2019;03:33:30;Richmond Massingham;36987-1019;Topi;;11;;;;;Bandung - FB Marketplace;Jeff;SiCepat;3
odr12550;13/09/2019;02:30:55;Sybilla Casiero;53499-0094;Oversized T-Shirt;;9;;;;;Bandung - Instagram;Jeff;JNT;5
odr12551;03/09/2019;22:19:43;Babb Nolleau;0093-5423;Oversized T-Shirt;;17;;30;;;Semarang - Shopee;Jeff;;3
odr12552;09/09/2019;19:50:03;Torey Dwane;0007-4894;Cargo Pants;;19;;;;;Bandung - Whatsapp;Jeff;Wahana;4
odr12553;20/09/2019;16:30:02;Rodrick Braim;55154-1473;Topi;;9;;13;;;Bali - Tiktok;Mark;SiCepat;4
odr12554;12/09/2019;03:15:03;Seymour Maciejewski;42291-377;Cargo Pants;;4;;;;;Tangerang - FB Marketplace;Wanokuni;Tiki;5
odr12555;08/09/2019;04:42:37;Silas Ghidini;46122-144;Parka Jackets;;24;;;;;Jakarta - Website;Rizal;POS Indonesia;1
odr12556;14/09/2019;07:29:09;Drud Order;12546-108;Parka Jackets;;25;;;;;Tangerang - Instagram;Jeff;SiCepat;5
odr12557;14/09/2019;22:14:13;Nannette Drew;36800-604;Oversized T-Shirt;;3;;;;;Tangerang - Instagram;Rizal;POS Indonesia;3
odr12558;13/09/2019;10:54:56;Swen Bradneck;44924-006;Oversized T-Shirt;;11;;;;;Jakarta - Lazada;Rizal;Tiki;3
odr12559;25/09/2019;02:14:05;Wright Saffle;50845-0204;Topi;;25;;13;;;Semarang - Instagram;Wanokuni;;5
odr12560;06/09/2019;20:12:33;Heida Frenchum;60846-811;Oversized T-Shirt;;23;;;;;Tangerang - Website;Rizal;JNE;3
odr12561;25/09/2019;17:53:52;Modestine Khomishin;51079-581;Oversized T-Shirt;;12;;5;;;Bandung - Shopee;Nami;JNT;5
odr12562;22/09/2019;12:11:24;Abelard Atheis;53567-0722;Oversized T-Shirt;;15;;30;;;Tangerang - Tokopedia;Mark;JNE;4
odr12563;10/09/2019;23:06:15;Kattie Rantoul;55154-2713;Mug;;13;;;;;Bandung - Tiktok;Jeff;JNE;2
odr12564;19/09/2019;20:55:37;Vernen Tal;55312-866;Mug;;23;;18;;;Bandung - Shopee;Nami;Shopee Express;5
odr12565;01/09/2019;03:15:22;Johanna Nann;49349-400;Oversized T-Shirt;;20;;35;;;Tangerang - Whatsapp;Jeff;POS Indonesia;1
odr12566;28/09/2019;00:58:32;Farah Murley;52125-224;Sweater;;7;;;;;Yogyakarta - Website;Wanokuni;POS Indonesia;1
odr12567;15/09/2019;12:56:16;Layne Stowers;66116-821;T-Shirt;;17;;28;;;Yogyakarta - Tokopedia;Elon;JNT;1
odr12568;21/09/2019;21:52:45;Rickard Deeny;52343-062;T-Shirt;;13;;;;;Yogyakarta - Website;Nami;;3
odr12569;13/09/2019;01:43:28;Brita Rebanks;0220-9062;Sweater;;4;;22;;;Yogyakarta - FB Marketplace;Mark;Wahana;3
odr12570;09/09/2019;21:57:53;Harvey McIleen;49288-0422;Topi;;3;;;;;Tangerang - Instagram;Mark;Wahana;4
odr12571;22/09/2019;02:29:36;Ramsay Penn;76446-006;Parka Jackets;;23;;;;;Semarang - Whatsapp;Elon;;3
odr12572;04/09/2019;00:15:56;Annabela Ockendon;43063-061;Cargo Pants;;22;;13;;;Tangerang - Lazada;Jeff;POS Indonesia;1
odr12573;20/09/2019;03:57:35;Corrinne Scargill;68084-160;Topi;;12;;20;;;Jakarta - Website;Mark;SiCepat;2
odr12574;10/09/2019;01:36:36;Buddy Cronchey;42283-003;Mug;;9;;;;;Depok - Tiktok;Nami;SiCepat;5
odr12575;16/10/2019;01:32:58;Pietrek Melan;36987-1892;Parka Jackets;;19;;;;;Jakarta - Tiktok;Wanokuni;JNE;2
odr12576;26/10/2019;06:50:40;Emiline Oddey;21695-595;Topi;;2;;6;;;Bogor - Instagram;Abraham;JNE;3
odr12577;12/10/2019;04:28:34;Jennine Sandhill;66993-475;Cargo Pants;;12;;12;;;Tangerang - Instagram;Nami;POS Indonesia;1
odr12578;12/10/2019;18:05:48;Gracia Sanday;68382-179;Cargo Pants;;13;;;;;Bali - Instagram;Elon;Tiki;4
odr12579;19/10/2019;09:22:45;Isac Gerriessen;67544-075;T-Shirt;;5;;;;;Depok - Lazada;Wanokuni;JNT;4
odr12580;08/10/2019;17:33:19;Biddy Reinhardt;41250-394;Mug;;20;;;;;Bogor - Whatsapp;Jeff;SiCepat;3
odr12581;04/10/2019;14:18:06;Marwin McIlriach;0132-0185;;;5;;;;;Depok - FB Marketplace;Mark;Wahana;2
odr12582;12/10/2019;04:53:18;Valenka Paule;12516-0592;Topi;;19;;;;;Bandung - Instagram;Nami;Shopee Express;4
odr12583;13/10/2019;06:27:24;Kip Pelman;59875-3005;Sweater;;5;;;;;Jakarta - Whatsapp;Abraham;JNE;
odr12584;03/10/2019;12:07:13;Jasmina Hardcastle;64117-955;Parka Jackets;;13;;;;;Bandung - Website;Mark;JNT;4
odr12585;08/10/2019;10:01:42;Minnnie Headey;62670-4801;;;16;;;;;Depok - Whatsapp;Elon;JNT;2
odr12586;10/10/2019;18:19:19;Daron Orvis;59011-445;T-Shirt;;20;;;;;Tangerang - Whatsapp;Wanokuni;JNT;
odr12587;10/10/2019;05:00:38;Willow Godsell;0615-4575;Topi;;18;;10;;;Semarang - Tokopedia;Nami;POS Indonesia;
odr12588;21/10/2019;10:33:17;Trefor Pumphrey;68084-500;Cargo Pants;;23;;28;;;Semarang - Website;Wanokuni;;5
odr12589;05/10/2019;16:32:24;Carolan Klimmek;37000-282;Oversized T-Shirt;;4;;34;;;Jakarta - Website;Rizal;POS Indonesia;1
odr12590;15/10/2019;17:59:00;Wilow Yourell;55648-949;Mug;;7;;;;;Semarang - Lazada;Jeff;Wahana;5
odr12591;03/10/2019;12:01:19;Terrill Winch;36800-445;;;16;;10;;;Tangerang - Shopee;Rizal;SiCepat;4
odr12592;08/10/2019;18:23:45;Kaiser Jirick;24385-428;Parka Jackets;;10;;;;;Semarang - FB Marketplace;Wanokuni;Tiki;5
odr12593;18/10/2019;08:51:22;Clifford Burbridge;0093-8305;T-Shirt;;16;;13;;;Bali - Lazada;Jeff;Shopee Express;
odr12594;19/10/2019;21:03:37;Richmond Massingham;49981-022;Mug;;5;;15;;;Jakarta - Tiktok;Nami;JNT;5
odr12595;25/10/2019;10:11:33;Carlin Bausor;68151-0681;T-Shirt;;9;;35;;;Yogyakarta - Shopee;Jeff;JNE;5
odr12596;16/10/2019;05:15:47;Lemmy Goldie;41520-915;Parka Jackets;;12;;14;;;Yogyakarta - Lazada;Elon;JNT;3
odr12597;27/10/2019;03:46:18;Kellina Bilton;68788-9074;Cargo Pants;;10;;;;;Semarang - Whatsapp;Mark;SiCepat;3
odr12598;19/10/2019;07:29:45;Aindrea Boyson;52544-233;Sweater;;13;;34;;;Depok - Website;Rizal;Wahana;
odr12599;12/10/2019;17:14:18;Odille Lafay;16590-201;Mug;;5;;6;;;Depok - Tiktok;Jeff;SiCepat;2
odr12600;14/10/2019;23:00:22;Bernardina Gemlbett;59535-0701;Oversized T-Shirt;;12;;19;;;Bogor - FB Marketplace;Abraham;SiCepat;2
odr12601;13/10/2019;23:33:30;Kelvin Inglesant;58118-0692;Oversized T-Shirt;;14;;;;;Bandung - FB Marketplace;Rizal;SiCepat;2
odr12602;24/10/2019;01:07:38;Xylia Lanbertoni;0713-0639;Oversized T-Shirt;;10;;;;;Bogor - FB Marketplace;Rizal;POS Indonesia;2
odr12603;06/10/2019;13:22:11;Phillipe Rankcom;54868-6009;Topi;;3;;;;;Bali - Shopee;Rizal;Shopee Express;4
odr12604;11/10/2019;04:15:12;Carine Harmer;49483-349;Oversized T-Shirt;;12;;;;;Yogyakarta - Website;Nami;SiCepat;2
odr12605;19/10/2019;02:11:28;Gregoor Gooms;43269-850;Sweater;;19;;;;;Depok - FB Marketplace;Jeff;Shopee Express;1
odr12606;14/10/2019;20:25:22;Minnnie Headey;60505-2578;Topi;;2;;11;;;Bogor - Instagram;Rizal;Wahana;2
odr12607;03/10/2019;07:51:12;Olenolin Nagle;68382-019;Mug;;10;;;;;Yogyakarta - Lazada;Mark;Tiki;3
odr12608;03/10/2019;14:49:48;Dion Sandever;61957-1921;Sweater;;20;;;;;Bandung - Website;Elon;SiCepat;4
odr12609;12/10/2019;02:16:29;Fransisco McAvin;22431-132;Mug;;14;;;;;Yogyakarta - Instagram;Elon;Wahana;1
odr12610;14/10/2019;12:45:46;Rickard Deeny;51079-515;T-Shirt;;15;;;;;Yogyakarta - Shopee;Mark;Wahana;3
odr12611;28/10/2019;02:41:30;Elroy Cronshaw;46122-107;Oversized T-Shirt;;10;;17;;;Bali - Shopee;Nami;Wahana;2
odr12612;09/10/2019;19:48:35;Berna Shoebridge;68258-6969;Mug;;3;;17;;;Semarang - Tiktok;Rizal;Wahana;1
odr12613;13/10/2019;17:06:08;Silva Cantera;51545-220;T-Shirt;;25;;17;;;Bogor - Website;Wanokuni;JNT;5
odr12614;25/10/2019;19:13:18;Alard Betonia;0363-0098;T-Shirt;;20;;;;;Depok - Lazada;Jeff;Wahana;2
odr12615;09/10/2019;10:45:50;Galen Janic;67938-1149;Sweater;;12;;26;;;Bali - Website;Mark;SiCepat;1
odr12616;01/10/2019;14:16:17;Brendis Mathissen;49288-0008;Cargo Pants;;2;;;;;Yogyakarta - Lazada;Wanokuni;Shopee Express;4
odr12617;18/10/2019;10:53:23;Elliot felip;0904-5379;Oversized T-Shirt;;20;;26;;;Depok - Instagram;Wanokuni;Shopee Express;5
odr12618;08/10/2019;06:39:10;Melina MacCaughey;36987-1287;T-Shirt;;5;;20;;;Jakarta - FB Marketplace;Abraham;JNT;5
odr12619;13/10/2019;05:26:51;Olga Maxsted;37000-329;Oversized T-Shirt;;21;;;;;Yogyakarta - FB Marketplace;Abraham;Tiki;4
odr12620;03/10/2019;02:42:55;Lurleen Smurfitt;43353-731;;;19;;33;;;Bali - FB Marketplace;Rizal;SiCepat;4
odr12621;11/10/2019;19:40:32;Dorothea Linney;49358-551;Topi;;1;;23;;;Jakarta - Whatsapp;Elon;;4
odr12622;12/10/2019;14:24:09;Lester MacTrustie;0093-0064;T-Shirt;;4;;25;;;Tangerang - Lazada;Abraham;Tiki;5
odr12623;04/10/2019;02:21:22;Rubi Riddle;13548-031;Sweater;;16;;;;;Yogyakarta - Tiktok;Nami;Tiki;2
odr12624;14/10/2019;02:08:53;Arin Elbourn;16729-194;Parka Jackets;;8;;;;;Depok - Tiktok;Wanokuni;Tiki;2
odr12625;09/10/2019;04:52:21;Adelina Rigts;67544-189;T-Shirt;;13;;;;;Semarang - Lazada;Jeff;Shopee Express;1
odr12626;26/10/2019;02:29:35;Elliot felip;37000-906;Sweater;;7;;10;;;Yogyakarta - Website;Wanokuni;JNE;5
odr12627;14/10/2019;08:29:06;Marina Spinelli;0869-0864;Oversized T-Shirt;;15;;;;;Bogor - FB Marketplace;Wanokuni;SiCepat;1
odr12628;06/10/2019;22:35:43;Jordana Ram;41250-055;Mug;;1;;;;;Semarang - Tokopedia;Elon;JNT;2
odr12629;10/10/2019;03:16:28;Gracia Sanday;0781-5485;T-Shirt;;18;;13;;;Semarang - FB Marketplace;Rizal;Tiki;5
odr12630;15/10/2019;10:58:01;Cordelie O' Timony;64942-1169;Parka Jackets;;17;;;;;Jakarta - Whatsapp;Mark;POS Indonesia;1
odr12631;25/10/2019;23:39:48;Brita Rebanks;12634-438;Topi;;14;;;;;;Mark;POS Indonesia;4
odr12632;22/10/2019;18:39:18;Tris Clewlow;42002-211;Oversized T-Shirt;;18;;;;;Bogor - FB Marketplace;Mark;POS Indonesia;1
odr12633;08/10/2019;04:00:27;Tess Heads;54868-2198;Topi;;18;;;;;Tangerang - Whatsapp;Elon;SiCepat;1
odr12634;15/10/2019;10:21:15;Jonis Breche;57844-713;Cargo Pants;;17;;20;;;Jakarta - Website;Wanokuni;Tiki;3
odr12635;29/10/2019;07:52:12;Nesta Excell;36987-1126;Topi;;10;;28;;;Jakarta - Tiktok;Elon;Wahana;3
odr12636;27/10/2019;10:01:33;Hyatt Grob;53489-678;Sweater;;5;;17;;;Bogor - Tokopedia;Nami;JNE;2
odr12637;03/10/2019;03:15:06;Davita Buney;65585-510;Mug;;1;;18;;;Bandung - Tokopedia;Mark;POS Indonesia;3
odr12638;22/10/2019;21:52:45;Kaiser Jirick;62678-216;Topi;;13;;;;;Bali - Lazada;Nami;POS Indonesia;3
odr12639;19/10/2019;16:46:54;Elysee Colmore;16714-022;Topi;;1;;;;;;Nami;JNT;4
odr12640;22/10/2019;18:24:47;Dare Huguenet;0603-2435;Sweater;;25;;;;;Bali - Shopee;Jeff;Wahana;4
odr12641;23/10/2019;19:31:35;Dyanna Emmanuel;60681-3302;Oversized T-Shirt;;9;;15;;;Tangerang - FB Marketplace;Jeff;;3
odr12642;19/10/2019;19:23:56;Tory Bysh;57344-001;Cargo Pants;;21;;;;;Depok - FB Marketplace;Mark;JNE;5
odr12643;25/10/2019;20:18:11;Parker Sallowaye;35356-868;Parka Jackets;;25;;17;;;Tangerang - Website;Wanokuni;Wahana;1
odr12644;30/10/2019;01:46:01;Adriane Skittrell;50967-126;Oversized T-Shirt;;16;;;;;Bogor - FB Marketplace;Elon;;4
odr12645;27/10/2019;01:55:27;Zollie Dawbury;59088-114;Cargo Pants;;18;;;;;Semarang - Whatsapp;Wanokuni;JNT;3
odr12646;02/10/2019;21:29:32;Mariellen Gyrgorwicx;68084-463;Mug;;25;;18;;;Tangerang - Tiktok;Rizal;Shopee Express;5
odr12647;24/10/2019;06:20:01;Vasili Daout;44517-020;Sweater;;2;;20;;;Depok - Lazada;Rizal;JNE;1
odr12648;20/10/2019;00:19:54;Shawnee Lippi;22840-0036;Oversized T-Shirt;;2;;;;;;Mark;POS Indonesia;1
odr12649;11/10/2019;04:27:33;Milo Taffarello;50519-221;T-Shirt;;16;;;;;Semarang - Shopee;Rizal;Wahana;1
odr12650;01/10/2019;23:17:29;Abbey Tomney;49999-850;Sweater;;21;;31;;;Bali - Tokopedia;Rizal;Wahana;3
odr12651;16/10/2019;00:09:37;Joseito Braycotton;64117-150;Sweater;;9;;25;;;Semarang - Tiktok;Jeff;Shopee Express;2
odr12652;03/10/2019;08:50:43;Helenelizabeth Brewster;55312-478;Parka Jackets;;17;;13;;;Bali - Website;Nami;Wahana;2
odr12653;02/10/2019;00:17:16;Lemmy Goldie;13668-339;Mug;;5;;19;;;Yogyakarta - Tokopedia;Wanokuni;POS Indonesia;2
odr12654;14/10/2019;11:59:54;Silva Cantera;61786-049;Sweater;;11;;;;;Semarang - Website;Elon;JNE;5
odr12655;07/10/2019;08:23:22;Arny Milbourn;11523-6549;Oversized T-Shirt;;15;;10;;;Jakarta - FB Marketplace;Mark;Shopee Express;4
odr12656;01/10/2019;05:12:38;Robbert Jude;68382-161;Oversized T-Shirt;;16;;;;;Jakarta - Lazada;Elon;Tiki;1
odr12657;30/10/2019;10:55:31;Sybilla Casiero;75862-010;Oversized T-Shirt;;5;;;;;Bandung - FB Marketplace;Jeff;Wahana;4
odr12658;30/10/2019;18:38:31;Layne Stowers;63874-301;Cargo Pants;;11;;28;;;;Abraham;JNE;1
odr12659;28/10/2019;21:36:42;Athena Allenby;55154-6241;Mug;;18;;;;;Bogor - Website;Wanokuni;Tiki;3
odr12660;06/10/2019;12:43:16;Arin Elbourn;51079-277;T-Shirt;;4;;;;;Tangerang - Whatsapp;Jeff;POS Indonesia;4
odr12661;30/10/2019;04:28:39;Kelvin Inglesant;43353-506;Oversized T-Shirt;;2;;24;;;Semarang - Tokopedia;Jeff;Tiki;2
